PROJECT_ID,PACKAGE_TYPE,PACKAGE_SUBTYPE,PACKAGE,CBS_NAME,CBS_PATHID,CBS_STATUS,WPI_NUMBER,PO,COMMITMENT_ID,COMMITMENTS_AMT,ACTUALS_AMT,INCURRED_AMT,LAST_MONTH_INCURRED_AMT,INCURRED_TO_DATE,PRELIM_INCURRED_TO_DATE,DIFF_INCURRED_COMMITMENTS,DIFF_INCURRED_ACTUALS,CURRENT_MONTH_FORECAST,IDENTIFIERS
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0868979,PRJ-001015|40|6|0|0|0|SG6702|1300696434,3. Active - PO,,1300696434,1300696434,17125.00000,17216.00000,17216.00000,0.00000,0.00000,17216.00000,91.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0871774,PRJ-001015|40|6|0|0|0|SG6702|1300696435,3. Active - PO,,1300696435,1300696435,66733.00000,67086.00000,67086.00000,0.00000,0.00000,67086.00000,353.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0873187,PRJ-001015|40|6|0|0|0|SG6702|1300696436,3. Active - PO,,1300696436,1300696436,39463.00000,39672.00000,39672.00000,0.00000,0.00000,39672.00000,209.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0873321,PRJ-001015|40|6|0|0|0|SG6702|1300696437,3. Active - PO,,1300696437,1300696437,115178.00000,115788.00000,115788.00000,0.00000,0.00000,115788.00000,610.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0873322,PRJ-001015|40|6|0|0|0|SG6702|1300696438,3. Active - PO,,1300696438,1300696438,37074.00000,37270.00000,37270.00000,0.00000,0.00000,37270.00000,196.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0873723,PRJ-001015|40|6|0|0|0|SG6702|1300696439,3. Active - PO,,1300696439,1300696439,5708.00000,5739.00000,5739.00000,0.00000,0.00000,5739.00000,31.00000,0.00000,1.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0874055,PRJ-001015|40|6|0|0|0|SG6702|1300696440,3. Active - PO,,1300696440,1300696440,132702.00000,133404.00000,133404.00000,0.00000,0.00000,133404.00000,702.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0880005 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300696961,3. Active - PO,,1300696961,1300696961,120775.00000,121389.00000,121389.00000,0.00000,0.00000,121389.00000,614.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0880006 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300696962,3. Active - PO,,1300696962,1300696962,108374.00000,108925.00000,108925.00000,0.00000,0.00000,108925.00000,551.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0880008 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300696963,3. Active - PO,,1300696963,1300696963,45631.00000,45863.00000,45863.00000,0.00000,0.00000,45863.00000,232.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0880002 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300697436,3. Active - PO,,1300697436,1300697436,70284.00000,70641.00000,70641.00000,0.00000,0.00000,70641.00000,357.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0888454_Projects,PRJ-001015|40|6|0|0|0|SG6702|1300697723,3. Active - PO,,1300697723,1300697723,46051.00000,46187.00000,46187.00000,0.00000,0.00000,46187.00000,136.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0875191 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300698521,3. Active - PO,,1300698521,1300698521,183727.00000,184871.00000,184871.00000,0.00000,0.00000,184871.00000,1144.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0875192 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300698522,3. Active - PO,,1300698522,1300698522,155020.00000,155985.00000,155985.00000,0.00000,0.00000,155985.00000,965.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,FREIGHT CAIM0876171 CONTAINER,PRJ-001015|40|6|0|0|0|SG6702|1300698523,3. Active - PO,,1300698523,1300698523,67121.00000,67539.00000,67539.00000,0.00000,0.00000,67539.00000,418.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898685_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699162,3. Active - PO,,1300699162,1300699162,98061.00000,98133.00000,98133.00000,0.00000,0.00000,98133.00000,72.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898686_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699165,3. Active - PO,,1300699165,1300699165,23257.00000,23274.00000,23274.00000,0.00000,0.00000,23274.00000,17.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898687_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699166,3. Active - PO,,1300699166,1300699166,87214.00000,87278.00000,87278.00000,0.00000,0.00000,87278.00000,64.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898688_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699167,3. Active - PO,,1300699167,1300699167,69771.00000,69931.00000,69931.00000,0.00000,0.00000,69931.00000,160.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898689_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699168,3. Active - PO,,1300699168,1300699168,98843.00000,99069.00000,99069.00000,0.00000,0.00000,99069.00000,226.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0896029_Container,PRJ-001015|40|6|0|0|0|SG6702|1300699315,3. Active - PO,,1300699315,1300699315,173675.00000,174827.00000,174827.00000,0.00000,0.00000,174827.00000,1152.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0897123_Container,PRJ-001015|40|6|0|0|0|SG6702|1300700005,3. Active - PO,,1300700005,1300700005,115784.00000,116551.00000,116551.00000,0.00000,0.00000,116551.00000,767.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0897124_Container,PRJ-001015|40|6|0|0|0|SG6702|1300700006,3. Active - PO,,1300700006,1300700006,23157.00000,23310.00000,23310.00000,0.00000,0.00000,23310.00000,153.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0897125_Container,PRJ-001015|40|6|0|0|0|SG6702|1300700007,3. Active - PO,,1300700007,1300700007,91894.00000,93402.00000,93402.00000,0.00000,0.00000,93402.00000,1508.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0897126_Container,PRJ-001015|40|6|0|0|0|SG6702|1300700008,3. Active - PO,,1300700008,1300700008,23157.00000,23274.00000,23274.00000,0.00000,0.00000,23274.00000,117.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SG,SG6702,Freight_CAIM0898684_Container,PRJ-001015|40|6|0|0|0|SG6702|1300700009,3. Active - PO,,1300700009,1300700009,37302.00000,37549.00000,37549.00000,0.00000,0.00000,37549.00000,247.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PE,PE2707,PE2707 - WPI 2 Fab - Liquid Filled Transformers (SSA),PRJ-001015|40|6|0|0|0|PE2707|4511764345-10-10,3. Active - PO,PE2707-WPI 02,4511764345,4511764345,2877971.00000,3039517.00000,0.00000,0.00000,0.00000,3039517.00000,-2877971.00000,-3039517.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PE,PE2707,PE2707 - WPI 2 Fab - Liquid Filled Transformers (SSA) (20),PRJ-001015|40|6|0|0|0|PE2707|4511764345-20-10,3. Active - PO,PE2707-WPI 02,4511764345,4511764345,69301.00000,74747.00000,0.00000,0.00000,0.00000,74747.00000,-69301.00000,-74747.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,V,VH,VH7101,VH7101 - WPI 7 - Engineering,PRJ-001015|40|7|0|0|0|VH7101|4511838352-10-10,3. Active - PO,VH7101-WPI 07,4511838352,4511838352,165770984.00000,223306881.00000,0.00000,0.00000,0.00000,223306881.00000,-165770984.00000,-223306881.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WE,WEA003,Document Controller - M.Schoenthaler,PRJ-001015|40|8|1|7|0|WEA003|4511896229,3. Active - PO,,4511896229,4511896229,78447.00000,103965.00000,0.00000,0.00000,0.00000,103965.00000,-78447.00000,-103965.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA049,OR SharePoint Definition and Implementation,PRJ-001015|40|8|1|7|0|WOA049|4511996182,4. PO Complete,,4511996182,4511996182,377825.00000,382344.00000,0.00000,0.00000,0.00000,382344.00000,-377825.00000,-382344.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WM,WMA022,EoR Construction Administration Support - CG1001,PRJ-001015|40|7|0|0|0|WMA022|4512008292,3. Active - PO,,4512008292,4512008292,618768.00000,630316.00000,0.00000,0.00000,0.00000,630316.00000,-618768.00000,-630316.00000,30000.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1130,PM1130 - WPI 2 - Sandvik Production System No. 2 (20),PRJ-001015|40|1|0|0|0|PM1130|4512224994-20-10,3. Active - PO,PM1130-WPI 02,4512224994,4512224994,10794399.00000,11231148.00000,0.00000,0.00000,0.00000,11231148.00000,-10794399.00000,-11231148.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1130,PM1130 - WPI 1 - Sandvik Production System No. 1 (20),PRJ-001015|40|1|0|0|0|PM1130|4512225335-20-10,3. Active - PO,PM1130-WPI 01,4512225335,4512225335,8003847.00000,8241573.00000,0.00000,0.00000,0.00000,8241573.00000,-8003847.00000,-8241573.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WE,WEA004,RKF ENGINEERING - Materials SME,PRJ-001015|40|8|1|7|0|WEA004|4512324227,4. PO Complete,,4512324227,4512324227,4859.00000,5050.00000,5050.00000,0.00000,0.00000,5050.00000,191.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,C,CC,CC1601,CC1601 - Trenwa Purchase,PRJ-001015|40|2|0|0|0|CC1601|4512404448-10-10,3. Active - PO,,4512404448,4512404448,6542164.00000,11563701.00000,0.00000,0.00000,0.00000,11563701.00000,-6542164.00000,-11563701.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA058,Ops Readiness Labour Growth,PRJ-001015|40|8|1|1|1|WOA058|001,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PE,PE1103,NEW,PRJ-001015|40|6|0|0|0|PE1103|001,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,0,03,036,NEW,PRJ-001015|40|1|0|0|0|036|001,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,S,SG,SG6702,Steel Shipping Containers - Ocean FREIGHT CAIM0824120,PRJ-001015|40|6|0|0|0|SG6702|1300688911,4. PO Complete,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WM,WMA001,FX - Secondee - S.Langley,PRJ-001015|40|8|1|7|0|WMA001|4511597642 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WQ,WQA001,Risk Specialist - D.Abbott,PRJ-001015|40|8|1|7|0|WQA001|4511644041-10-10,3. Active - PO,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PM,PM0010,FX - WPI 1 – PM0010 Eng. Support,PRJ-001015|40|2|0|0|0|PM0010|4511718386-10-10 - FX,Not Active,PM0010-WPI 01,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PE,PE2707,PE2707 - WPI 2 Fab - Liquid Filled Transformers (SSA) - FX,PRJ-001015|40|6|0|0|0|PE2707|4511764345-10-10 - FX,Not Active,PE2707-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WQ,WQA001,FX - JS1 EPR Review - GRIT,PRJ-001015|40|8|1|7|0|WQA001|4511827849 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PE,PE2701,FX - PE2701 – WPI 2 Fab - 34.5kV GIS Switchgear (SSA),PRJ-001015|40|2|0|0|0|PE2701|4511839673-10-10 - FX,Not Active,PE2701-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WT,WTA002,FX - Cognizant Data Governance,PRJ-001015|40|8|9|8|2|WTA002|4511849224 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WM,WMA019,FX - PiP JS1 Continuous Improvement,PRJ-001015|40|8|1|7|0|WMA019|4511856447 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WQ,WQA001,FX - JS1 EPR Support – Allan Paddon,PRJ-001015|40|8|1|7|0|WQA001|4511861546 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WM,WMA020,FX - PiP JS1 Readiness Planning Support,PRJ-001015|40|8|1|7|0|WMA020|4511937994 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PM,PM1128,PM1128 - WPI 1 Eng - Bin Vents - FX,PRJ-001015|40|1|0|0|0|PM1128|4511958567-FX,Not Active,PM1128-WPI 01,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PJ,PJ1101,FX - PJ1101 WPI 2 - Annual Spectrum Fees - JS1,PRJ-001015|40|1|0|0|0|PJ1101|4511977963-10-10 - FX,Not Active,PJ1101-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PJ,PJ1101,FX - PJ1101 - WPI 1 Eng - Surface & UG LTE Comm,PRJ-001015|40|1|0|0|0|PJ1101|4511978155-10-10 - FX,Not Active,PJ1101-WPI 01,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WM,WMA022,FX - EoR Construction Administration Support - CG1001,PRJ-001015|40|7|0|0|0|WMA022|4512008292 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,C,CG,CG1001,CG1001 - WPI 5 - Commissioning,PRJ-001015|40|1|0|0|0|CG1001|4512068139-10-10,4. PO Complete,CG1001-WPI 05,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PJ,PJ1101,FX - PJ1101 - WPI 4  Fab - Surface & UG LTE Comm,PRJ-001015|40|1|0|0|0|PJ1101|4512109816-10-10 - FX,Not Active,PJ1101-WPI 04,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PM,PM2113,FX - PM2113 – WPI 2 – Fabrication,PRJ-001015|40|2|0|0|0|PM2113|4512116049-10-10 - FX,Not Active,PM2113-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PM,PM2133,FX - PM2133 – WPI 2 – Fabrication,PRJ-001015|40|2|0|0|0|PM2133|4512120553-10-10 - FX,Not Active,PM2133-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WG,WGA012,"SmartCap for Hoist Operators, Bus Drivers, and Shuttle Drivers - FX",PRJ-001015|40|6|3|1|0|WGA012|4512143162 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WM,WMA008,FX - AutoCAD Licenses,PRJ-001015|40|1|9|6|9|WMA008|4512186581 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WT,WTA006,FX - Planview Enterprise One software solution,PRJ-001015|40|8|9|8|2|WTA006|4512219311 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WE,WEA004,FX - RKF ENGINEERING - Materials SME,PRJ-001015|40|8|1|7|0|WEA004|4512324227 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PE,PE0003,PE0003 – WPI 2 Fab - Cable Bus Supply (20),PRJ-001015|40|2|0|0|0|PE0003|4512328983-20-10,4. PO Complete,PE0003-WPI 02,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PE,PE0002,"PE0002 - WPI 3 Fab - Switchgear, MCC's and VFD's - FX",PRJ-001015|40|2|0|0|0|PE0002|4512340557-10-10 - FX,Not Active,PE0002-WPI 03,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,P,PM,PM1604,FX - PM1604 – WPI 1 Eng - Service Shaft Head Frame Elevator,PRJ-001015|40|2|0|0|0|PM1604|4512434679 - FX,Not Active,PM1604-WPI 01,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,S,SG,SG6702,PM1116 – Continuous Miner-Freight to Utah - FX,PRJ-001015|40|6|0|0|0|SG6702|4512459419-10-10 - FX,Not Active,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"No PO,Incurred to Date is $0"
PRJ-001015,W,WQ,WQA001,WPI 3 - Jeff Paranich Dec 23 Jan 24,PRJ-001015|40|8|1|7|0|WQA001|4511596906-40-10,3. Active - PO,,4511596906,4511596906,58557.00000,35736.00000,0.00000,0.00000,0.00000,35736.00000,-58557.00000,-35736.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA044,Maintenance Consultant - Khalid Hanif,PRJ-001015|40|8|1|7|0|WOA044|4511597088,3. Active - PO,,4511597088,4511597088,442000.00000,426085.00000,0.00000,0.00000,0.00000,426085.00000,-442000.00000,-426085.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ0031,PJ0031 – WPI 2 Fab - Modular Data Centers,PRJ-001015|40|2|0|0|0|PJ0031|4511667374-10-10,3. Active - PO,PJ0031-WPI 02,4511667374,4511667374,6024724.00000,5844765.00000,0.00000,0.00000,0.00000,5844765.00000,-6024724.00000,-5844765.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA001,Operations Readiness Execution - Contractors & Consultants Hatch OREM Support,PRJ-001015|40|8|1|7|0|WOA001|4511677619,3. Active - PO,,4511677619,4511677619,5368144.00000,2294696.00000,0.00000,0.00000,0.00000,2294696.00000,-5368144.00000,-2294696.00000,125432.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,W,WQ,WQA001,JS1 EPR Review - GRIT (Tom Goodall),PRJ-001015|40|8|1|7|0|WQA001|4511827849,3. Active - PO,,4511827849,4511827849,198562.00000,181421.00000,0.00000,0.00000,0.00000,181421.00000,-198562.00000,-181421.00000,10000.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,V,VH,VH7101,VH7101 - WPI 7 - Field Engineering 6% PST,PRJ-001015|40|7|0|0|0|VH7101|4511838352-10-20,3. Active - PO,VH7101-WPI 07,4511838352,4511838352,21447358.00000,11047630.00000,0.00000,0.00000,0.00000,11047630.00000,-21447358.00000,-11047630.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,P,PE,PE2701,PE2701 – WPI 2 Fab - 34.5kV GIS Switchgear (SSA),PRJ-001015|40|2|0|0|0|PE2701|4511839673-10-10,3. Active - PO,PE2701-WPI 02,4511839673,4511839673,2435402.00000,2310098.00000,0.00000,0.00000,0.00000,2310098.00000,-2435402.00000,-2310098.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,W,WM,WMA001,"Secondee - T.Steen, C.Wanless",PRJ-001015|40|8|1|7|0|WMA001|4511896327,3. Active - PO,,4511896327,4511896327,139583.00000,82613.00000,0.00000,0.00000,0.00000,82613.00000,-139583.00000,-82613.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
PRJ-001015,W,WM,WMA011,Underground Potash Solution Deployment,PRJ-001015|40|8|1|7|0|WMA011|4511958723,3. Active - PO,,4511958723,4511958723,255746.00000,255415.00000,0.00000,0.00000,0.00000,255415.00000,-255746.00000,-255415.00000,0.00000,"Actuals > last month Incurred, Incurred to Date = Actuals"
